file,gps_week,gps_tow_s,time_status,sol_status,pos_type,tracked,used,horizontal_sigma_m,vertical_sigma_m,diff_age_s,station_id
0703002-0918-11-09-gnss_raw.txt,2436,443090.900,FINESTEERING,SOL_COMPUTED,SINGLE,32,19,2.9325,6.0874,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.000,FINESTEERING,SOL_COMPUTED,SINGLE,32,19,3.0051,6.2364,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.100,FINESTEERING,SOL_COMPUTED,SINGLE,32,19,2.8372,5.8866,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.200,FINESTEERING,SOL_COMPUTED,SINGLE,32,19,2.6481,5.491,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.300,FINESTEERING,SOL_COMPUTED,SINGLE,32,19,3.0007,6.2187,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.400,FINESTEERING,SOL_COMPUTED,SINGLE,32,19,3.085,6.3892,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.500,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,2.8772,5.9556,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.600,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,2.9176,6.0368,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.700,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,2.9828,6.1673,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.800,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,2.8699,5.9315,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443091.900,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,3.0111,6.221,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.000,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,3.0074,6.2134,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.100,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,3.0777,6.3577,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.200,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,3.0925,6.3872,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.300,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,3.1696,6.548,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.400,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,3.2815,6.7784,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.500,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,3.0923,6.3875,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.600,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,2.9216,6.0339,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.700,FINESTEERING,SOL_COMPUTED,SINGLE,31,19,2.9652,6.1246,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.800,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,3.283,6.7823,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443092.900,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,3.1226,6.4509,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.000,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,3.1686,6.5461,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.100,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,3.1467,6.4999,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.200,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,3.0002,6.1966,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.300,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,2.9962,6.1869,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.400,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,2.8957,5.9796,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.500,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,2.9068,6.0015,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.600,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,2.974,6.1386,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.700,FINESTEERING,SOL_COMPUTED,SINGLE,30,17,3.2354,6.6785,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.800,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,3.2442,6.7021,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443093.900,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,3.2542,6.7262,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.000,FINESTEERING,SOL_COMPUTED,SINGLE,30,18,3.0437,6.2912,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.100,FINESTEERING,SOL_COMPUTED,SINGLE,30,19,2.9024,6.0005,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.200,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.0805,6.3687,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.300,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,2.9668,6.1355,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.400,FINESTEERING,SOL_COMPUTED,SINGLE,27,18,3.0877,6.3889,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.500,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,2.8819,5.9686,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.600,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,2.782,5.7619,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.700,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,2.9728,6.1577,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.800,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1967,6.6252,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443094.900,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1787,6.5893,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.000,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1631,6.5585,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.100,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.2807,6.8094,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.200,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.0953,6.4294,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.300,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1149,6.4711,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.400,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.3615,6.9866,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.500,FINESTEERING,SOL_COMPUTED,SINGLE,26,19,3.2189,6.6898,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.600,FINESTEERING,SOL_COMPUTED,SINGLE,26,19,3.2788,6.8212,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.700,FINESTEERING,SOL_COMPUTED,SINGLE,26,19,3.3615,6.9943,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.800,FINESTEERING,SOL_COMPUTED,SINGLE,26,19,3.1499,6.5562,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443095.900,FINESTEERING,SOL_COMPUTED,SINGLE,26,19,3.2882,6.8435,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.000,FINESTEERING,SOL_COMPUTED,SINGLE,25,18,3.5721,7.437,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.100,FINESTEERING,SOL_COMPUTED,SINGLE,25,18,3.185,6.6316,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.200,FINESTEERING,SOL_COMPUTED,SINGLE,25,18,3.1334,6.5233,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.300,FINESTEERING,SOL_COMPUTED,SINGLE,25,18,3.2033,6.6668,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.400,FINESTEERING,SOL_COMPUTED,SINGLE,25,18,3.2564,6.7791,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.500,FINESTEERING,SOL_COMPUTED,SINGLE,25,18,3.2378,6.7387,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.600,FINESTEERING,SOL_COMPUTED,SINGLE,26,19,3.1985,6.6559,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.700,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.0956,6.4424,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.800,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.0737,6.3993,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443096.900,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.4414,7.1636,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.000,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1314,6.525,2.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.100,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1584,6.5867,2.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.200,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.1609,6.5971,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.300,FINESTEERING,SOL_COMPUTED,SINGLE,27,18,2.9824,6.2356,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.400,FINESTEERING,SOL_COMPUTED,SINGLE,27,18,3.2544,6.8021,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.500,FINESTEERING,SOL_COMPUTED,SINGLE,27,17,3.2172,6.7202,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.600,FINESTEERING,SOL_COMPUTED,SINGLE,27,18,3.2509,6.7862,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.700,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.2159,6.709,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.800,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.2737,6.8276,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443097.900,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.3144,6.9094,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.000,FINESTEERING,SOL_COMPUTED,SINGLE,27,19,3.39,7.0647,2.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.100,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.382,7.0468,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.200,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.2058,6.6807,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.300,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.5064,7.3225,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.400,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.0242,6.3114,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.500,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.3408,6.9765,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.600,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.2065,6.6934,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.700,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.5942,7.5014,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.800,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.6421,7.5987,0.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443098.900,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.6806,7.6766,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.000,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.3567,7.0014,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.100,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.3312,6.9511,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.200,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.6153,7.5453,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.300,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.4844,7.2793,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.400,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.251,6.7897,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.500,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.177,6.6303,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.600,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,3.2822,6.8463,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.700,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.0535,6.3689,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.800,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,2.9531,6.1634,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443099.900,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.011,6.2842,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.000,FINESTEERING,SOL_COMPUTED,SINGLE,29,19,3.344,6.9782,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.100,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,2.8797,6.0088,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.200,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,2.8983,6.0551,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.300,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.0419,6.3613,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.400,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,3.2265,6.7504,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.500,FINESTEERING,SOL_COMPUTED,SINGLE,29,18,2.8925,6.0522,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.600,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.0719,6.4292,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.700,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.0843,6.4618,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.800,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.4794,7.291,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443100.900,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.2342,6.7813,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.000,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.3158,6.9575,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.100,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.1709,6.656,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.200,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.5057,7.3662,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.300,FINESTEERING,SOL_COMPUTED,SINGLE,28,14,3.7118,7.7952,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.400,FINESTEERING,SOL_COMPUTED,SINGLE,27,14,3.6221,7.6056,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.500,FINESTEERING,SOL_COMPUTED,SINGLE,27,14,3.9053,8.1973,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.600,FINESTEERING,SOL_COMPUTED,SINGLE,27,15,3.8049,7.9835,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.700,FINESTEERING,SOL_COMPUTED,SINGLE,27,15,3.6331,7.6232,0.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.800,FINESTEERING,SOL_COMPUTED,SINGLE,27,15,3.5717,7.4918,0.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443101.900,FINESTEERING,SOL_COMPUTED,SINGLE,27,15,3.735,7.8377,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.000,FINESTEERING,SOL_COMPUTED,SINGLE,27,15,3.8193,8.0131,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.100,FINESTEERING,SOL_COMPUTED,SINGLE,27,16,3.9159,8.2248,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.200,FINESTEERING,SOL_COMPUTED,SINGLE,27,16,3.7609,7.8955,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.300,FINESTEERING,SOL_COMPUTED,SINGLE,27,15,3.6979,7.7583,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.400,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.0994,6.4992,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.500,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.3255,6.9708,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.600,FINESTEERING,SOL_COMPUTED,SINGLE,28,14,3.6218,7.5861,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.700,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.3148,6.9545,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.800,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.1578,6.6282,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443102.900,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.5672,7.4938,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.000,FINESTEERING,SOL_COMPUTED,SINGLE,28,15,3.9154,8.2281,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.100,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.335,7.013,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.200,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.561,7.4967,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.300,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.2766,6.9005,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.400,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.6829,7.771,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.500,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.7488,7.9185,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.600,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.6773,7.7774,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.700,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.5172,7.4475,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.800,FINESTEERING,SOL_COMPUTED,SINGLE,28,14,3.8619,8.1823,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443103.900,FINESTEERING,SOL_COMPUTED,SINGLE,28,14,3.8559,8.1663,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.000,FINESTEERING,SOL_COMPUTED,SINGLE,28,19,3.3338,7.0638,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.100,FINESTEERING,SOL_COMPUTED,SINGLE,28,18,3.0425,6.4513,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.200,FINESTEERING,SOL_COMPUTED,SINGLE,28,14,3.7243,7.8958,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.300,FINESTEERING,SOL_COMPUTED,SINGLE,28,15,3.4307,7.2737,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.400,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.455,7.3255,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.500,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.4077,7.2323,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.600,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.5956,7.6318,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.700,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.7685,8.0013,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.800,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.7456,7.9558,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443104.900,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.5692,7.5817,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.000,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.8803,8.2434,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.100,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.8378,8.1597,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.200,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.319,7.0634,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.300,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.1921,6.7967,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.400,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.1219,6.6514,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.500,FINESTEERING,SOL_COMPUTED,SINGLE,28,17,3.393,7.231,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.600,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.322,7.083,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.700,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.3492,7.1443,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.800,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.2205,6.8717,1.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443105.900,FINESTEERING,SOL_COMPUTED,SINGLE,28,16,3.2472,6.9311,1.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.000,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.3129,7.0732,2.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.100,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.4578,7.3929,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.200,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.3699,7.2079,1.2,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.300,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.3575,7.1855,1.3,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.400,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.381,7.2401,1.4,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.500,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,3.2105,6.8846,1.5,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.600,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.3863,7.2632,1.6,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.700,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,3.527,7.5726,1.7,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.800,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.3388,7.1765,0.8,1793
0703002-0918-11-09-gnss_raw.txt,2436,443106.900,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,3.6874,7.9357,0.9,1793
0703002-0918-11-09-gnss_raw.txt,2436,443107.000,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,3.7001,7.9737,1.0,1793
0703002-0918-11-09-gnss_raw.txt,2436,443107.100,FINESTEERING,SOL_COMPUTED,SINGLE,29,17,3.3547,7.2415,1.1,1793
0703002-0918-11-09-gnss_raw.txt,2436,443107.200,FINESTEERING,SOL_COMPUTED,SINGLE,29,16,3.4832,7.5258,1.2,1793
