file,gps_week,gps_tow_s,time_status,sol_status,pos_type,tracked,used,horizontal_sigma_m,vertical_sigma_m,diff_age_s,station_id
0703002-0918-15-42-gnss_raw.txt,2436,459455.800,FINESTEERING,SOL_COMPUTED,SINGLE,25,10,2.7105,5.2191,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459455.900,FINESTEERING,SOL_COMPUTED,SINGLE,25,11,2.7305,5.2627,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.000,FINESTEERING,SOL_COMPUTED,SINGLE,25,11,2.6569,5.1204,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.100,FINESTEERING,SOL_COMPUTED,SINGLE,25,11,2.6185,5.0463,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.200,FINESTEERING,SOL_COMPUTED,SINGLE,25,10,2.7881,5.3758,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.300,FINESTEERING,SOL_COMPUTED,SINGLE,25,9,2.7873,5.3734,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.400,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,2.839,5.4748,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.500,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,2.8741,5.5454,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.600,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,2.8084,5.4179,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.700,FINESTEERING,SOL_COMPUTED,SINGLE,25,15,2.7668,5.3421,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.800,FINESTEERING,SOL_COMPUTED,SINGLE,25,16,2.7839,5.3759,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459456.900,FINESTEERING,SOL_COMPUTED,SINGLE,25,16,2.7103,5.2346,1.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.000,FINESTEERING,SOL_COMPUTED,SINGLE,25,13,2.7371,5.2843,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.100,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,2.853,5.5078,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.200,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,2.8786,5.5609,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.300,FINESTEERING,SOL_COMPUTED,SINGLE,25,13,2.8129,5.4327,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.400,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,2.7514,5.3127,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.500,FINESTEERING,SOL_COMPUTED,SINGLE,25,13,2.7184,5.2479,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.7757,5.3566,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.8374,5.4736,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.7356,5.2742,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459457.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.7618,5.3239,1.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.7934,5.3828,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.7869,5.371,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8415,5.4755,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8092,5.4145,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.8111,5.4162,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.8222,5.4346,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8008,5.39,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.9816,5.7352,0.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,3.0402,5.8571,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459458.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.9733,5.7325,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.9648,5.7211,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9634,5.7234,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9717,5.7397,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8884,5.5794,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.1193,6.0287,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0707,5.9329,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.931,5.6608,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8801,5.5616,0.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8721,5.5446,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459459.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8623,5.5241,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.937,5.674,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9183,5.6414,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8733,5.5536,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9431,5.6902,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.9571,5.7207,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8983,5.6111,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.8413,5.502,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9094,5.6367,0.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8687,5.5594,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459460.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9322,5.6875,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9136,5.6567,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8914,5.6189,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.882,5.5999,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.8387,5.5168,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8402,5.5214,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8506,5.5403,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8112,5.464,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.8371,5.5197,0.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8676,5.5833,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459461.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8748,5.6055,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8651,5.5897,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.8762,5.6127,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9213,5.7027,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8725,5.6103,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.861,5.5885,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9116,5.6903,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8631,5.5971,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9353,5.7411,0.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8885,5.649,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459462.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.8768,5.625,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9179,5.712,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.8897,5.6562,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,10,2.9096,5.6917,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9355,5.7494,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9474,5.7708,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.9092,5.6938,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.972,5.8215,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9141,5.7056,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.96,5.7999,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459463.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.9702,5.8213,1.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.9482,5.7748,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.8946,5.667,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.9058,5.688,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,17,2.9161,5.7075,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.9188,5.7131,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9237,5.7281,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9409,5.7608,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9627,5.8028,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9478,5.7733,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459464.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,2.9511,5.7794,1.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,12,2.9614,5.7992,2.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,11,3.0101,5.8983,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0069,5.8967,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9624,5.8082,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,10,2.9875,5.8547,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,10,3.0295,5.9349,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.0196,5.9164,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.051,5.9854,0.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0279,5.9467,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459465.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9752,5.8432,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0356,5.9704,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9796,5.8635,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9571,5.8221,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9629,5.8385,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0408,5.9988,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.0165,5.9521,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9814,5.8839,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0038,5.9302,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0097,5.9444,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459466.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9871,5.9002,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9921,5.9087,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9924,5.9113,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9903,5.9147,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,2.9756,5.8864,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,2.9792,5.8947,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0259,5.9948,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.047,6.0433,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0066,5.965,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,2.9955,5.9431,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459467.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0376,6.0336,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0288,6.015,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0469,6.0556,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.0193,6.0004,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0855,6.1386,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0743,6.1223,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0595,6.0912,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.072,6.1138,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0941,6.1624,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.1175,6.2174,1.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459468.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0287,6.0382,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,3.0472,6.0735,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0307,6.0395,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0727,6.121,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0723,6.1199,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0676,6.1073,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.500,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,3.0987,6.1755,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.600,FINESTEERING,SOL_COMPUTED,SINGLE,25,15,3.0597,6.1016,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.700,FINESTEERING,SOL_COMPUTED,SINGLE,25,13,3.0856,6.1594,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.800,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,3.1174,6.2303,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459469.900,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,3.0722,6.1474,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.000,FINESTEERING,SOL_COMPUTED,SINGLE,25,14,3.0637,6.1285,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.100,FINESTEERING,SOL_COMPUTED,SINGLE,25,15,3.0818,6.1617,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.200,FINESTEERING,SOL_COMPUTED,SINGLE,25,15,3.0754,6.1462,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.106,6.2146,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.1033,6.2164,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.1463,6.3114,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.1171,6.2553,1.6,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.700,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.09,6.2029,1.7,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.800,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.1094,6.2403,0.8,1793
0703002-0918-15-42-gnss_raw.txt,2436,459470.900,FINESTEERING,SOL_COMPUTED,SINGLE,24,13,3.0749,6.1715,0.9,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.000,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0489,6.1181,1.0,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.100,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.0489,6.1157,1.1,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.200,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.1355,6.3009,1.2,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.300,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.149,6.3386,1.3,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.400,FINESTEERING,SOL_COMPUTED,SINGLE,24,16,3.1455,6.3427,1.4,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.500,FINESTEERING,SOL_COMPUTED,SINGLE,24,15,3.143,6.3388,1.5,1793
0703002-0918-15-42-gnss_raw.txt,2436,459471.600,FINESTEERING,SOL_COMPUTED,SINGLE,24,14,3.0774,6.2046,1.6,1793
