file,gps_week,gps_tow_s,constellation,prn,elevation_deg,azimuth_deg,snr_dbhz,has_signal
0703002-0918-15-32-gnss_raw.txt,2436,458597.000,GPS,31,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458597.000,GPS,32,0.0,0.0,36.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458597.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458597.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458598.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458598.000,GPS,31,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458598.000,GPS,32,0.0,0.0,37.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458598.000,Galileo,21,0.0,0.0,36.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458598.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458599.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458599.000,GPS,31,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458599.000,GPS,32,0.0,0.0,37.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458599.000,Galileo,21,0.0,0.0,35.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458599.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458600.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458600.000,GPS,31,0.0,0.0,35.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458600.000,GPS,32,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458600.000,Galileo,21,0.0,0.0,36.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458600.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458601.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458601.000,GPS,31,0.0,0.0,35.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458601.000,GPS,32,0.0,0.0,29.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458601.000,Galileo,21,0.0,0.0,36.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458601.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458602.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458602.000,GPS,31,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458602.000,GPS,32,0.0,0.0,26.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458602.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458602.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458603.000,GPS,26,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458603.000,GPS,31,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458603.000,GPS,32,0.0,0.0,25.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458603.000,Galileo,21,0.0,0.0,35.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458603.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458604.000,GPS,26,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458604.000,GPS,31,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458604.000,GPS,32,0.0,0.0,24.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458604.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458604.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458605.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458605.000,GPS,31,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458605.000,GPS,32,0.0,0.0,24.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458605.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458605.000,QZSS,2,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458606.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458606.000,GPS,31,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458606.000,GPS,32,0.0,0.0,23.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458606.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458606.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458607.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458607.000,GPS,31,0.0,0.0,29.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458607.000,GPS,32,0.0,0.0,21.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458607.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458607.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458608.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458608.000,GPS,31,0.0,0.0,23.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458608.000,GPS,32,0.0,0.0,17.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458608.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458608.000,QZSS,2,0.0,0.0,26.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458609.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458609.000,GPS,31,0.0,0.0,19.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458609.000,GPS,32,0.0,0.0,17.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458609.000,Galileo,21,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458609.000,QZSS,2,0.0,0.0,20.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458610.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458610.000,GPS,31,0.0,0.0,15.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458610.000,GPS,32,0.0,0.0,15.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458610.000,Galileo,21,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458610.000,QZSS,2,0.0,0.0,21.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458611.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458611.000,Galileo,21,0.0,0.0,27.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458611.000,QZSS,2,0.0,0.0,21.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458612.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458612.000,Galileo,21,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458612.000,QZSS,2,0.0,0.0,19.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458613.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458613.000,Galileo,21,0.0,0.0,26.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458613.000,QZSS,2,0.0,0.0,19.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458614.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458614.000,Galileo,21,0.0,0.0,27.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458614.000,QZSS,2,0.0,0.0,18.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458615.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458615.000,Galileo,21,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458616.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458616.000,Galileo,21,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458617.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458617.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458618.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458618.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458619.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458619.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458620.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458620.000,GPS,31,0.0,0.0,27.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458620.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458620.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458621.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458621.000,GPS,31,0.0,0.0,25.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458621.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458621.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458622.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458622.000,GPS,31,0.0,0.0,24.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458622.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458622.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458623.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458623.000,GPS,31,0.0,0.0,22.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458623.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458623.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458624.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458624.000,GPS,31,0.0,0.0,19.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458624.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458624.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458625.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458625.000,GPS,31,0.0,0.0,19.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458625.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458625.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458626.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458626.000,GPS,31,0.0,0.0,19.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458626.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458626.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458627.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458627.000,Galileo,21,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458627.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458628.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458628.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458628.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458629.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458629.000,Galileo,21,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458629.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458630.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458630.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458630.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458631.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458631.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458631.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458632.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458632.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458632.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458633.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458633.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458633.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458634.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458634.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458634.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458635.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458635.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458635.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458636.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458636.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458636.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458637.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458637.000,Galileo,21,0.0,0.0,35.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458637.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458638.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458638.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458638.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458639.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458639.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458639.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458640.000,GPS,26,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458640.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458640.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458641.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458641.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458641.000,QZSS,2,0.0,0.0,29.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458642.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458642.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458642.000,QZSS,2,0.0,0.0,29.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458643.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458643.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458643.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458644.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458644.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458644.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458645.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458645.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458645.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458646.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458646.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458646.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458647.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458647.000,Galileo,21,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458647.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458648.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458648.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458648.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458649.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458649.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458649.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458650.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458650.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458650.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458651.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458651.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458651.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458652.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458652.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458652.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458653.000,GPS,26,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458653.000,Galileo,21,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458653.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458654.000,GPS,26,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458654.000,Galileo,21,0.0,0.0,33.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458654.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458655.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458655.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458655.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458656.000,GPS,26,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458656.000,Galileo,21,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458656.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458657.000,GPS,26,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458657.000,Galileo,21,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458657.000,QZSS,2,0.0,0.0,27.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458658.000,GPS,26,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458658.000,Galileo,21,0.0,0.0,29.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458658.000,QZSS,2,0.0,0.0,27.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458659.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458659.000,Galileo,21,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458659.000,QZSS,2,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458660.000,GPS,26,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458660.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458660.000,QZSS,2,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458661.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458661.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458661.000,QZSS,2,0.0,0.0,28.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458662.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458662.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458662.000,QZSS,2,0.0,0.0,29.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458663.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458663.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458663.000,QZSS,2,0.0,0.0,30.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458664.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458664.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458664.000,QZSS,2,0.0,0.0,31.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458665.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458665.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458665.000,QZSS,2,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458666.000,GPS,26,0.0,0.0,32.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458666.000,Galileo,21,0.0,0.0,34.0,是
0703002-0918-15-32-gnss_raw.txt,2436,458666.000,QZSS,2,0.0,0.0,31.0,是
